rank,uid,username,type,accompany,medal_name,medal_level
1,3546919678773500,灰獭家的局外人,提督,69,绿冻,43
2,259162605,Arichi_,提督,58,绿冻,42
3,620527230,gorilla3535,提督,60,绿冻,40
4,1056997306,異分岐のプリエ,提督,75,绿冻,40
5,954264,禅心皈无意,提督,57,绿冻,40
6,39184396,继续吹着风,提督,69,绿冻,39
7,285693795,星光箱水母,提督,62,绿冻,37
8,108005133,Taco_7,提督,72,绿冻,37
9,39493583,本命伊利亚,提督,57,绿冻,37
10,5266758,若水睦叶布,提督,22,绿冻,36
11,88982473,羊驼457,提督,28,绿冻,36
12,8097996,明石ito,提督,62,绿冻,35
13,13334226,微绫,提督,57,绿冻,35
14,14071856,最后一步,提督,61,绿冻,35
15,5775091,sue77776,提督,52,绿冻,34
16,27341319,加库伯,提督,66,绿冻,34
17,1555138395,风云散丶,提督,7,绿冻,34
18,485418462,伊伊洛落,提督,4,绿冻,34
19,19830486,我本灾星,提督,17,绿冻,34
20,909422,阳光开朗树袋熊,提督,10,绿冻,33
21,351035979,_纷若_,提督,57,绿冻,33
22,3546591889722338,Alexhan---,提督,26,绿冻,31
23,3546983578994744,KOU_KEI,舰长,61,绿冻,36
24,6580838,兰卡兰卡兰兰的卡,舰长,75,绿冻,35
25,476251017,衣水难尽,舰长,58,绿冻,35
26,2044760,Stan661,舰长,49,绿冻,35
27,13012997,灰泽满家的污盘子,舰长,73,绿冻,34
28,4940641,endle_ss,舰长,65,绿冻,34
29,14374,戏言分子,舰长,73,绿冻,34
30,335998795,自在他化天,舰长,69,绿冻,34
31,3546638930938690,灰泽满Hazel单推人O_o,舰长,72,绿冻,34
32,18275149,rrrract,舰长,68,绿冻,34
33,68243757,花雨浮华,舰长,73,绿冻,34
34,297087,可樂中毒,舰长,30,绿冻,33
35,10323817,宇宙人不是外星人,舰长,75,绿冻,33
36,4041465,风霜已尽惊蛰至,舰长,42,绿冻,33
37,2399747,绫辻澪,舰长,64,绿冻,33
38,255474911,hquaz,舰长,66,绿冻,33
39,23279442,不良定义,舰长,73,绿冻,32
40,444186960,中年外卖员阿哔official,舰长,58,绿冻,32
41,471084,一稞大青菜,舰长,64,绿冻,32
42,7108333,理性与感性的结晶体,舰长,26,绿冻,32
43,1603612,月ノneet,舰长,47,绿冻,32
44,628611226,猫猫狗狗和好吧,舰长,66,绿冻,32
45,12432912,蒲鹭Pulu_official,舰长,73,绿冻,32
46,863500,任任女孩,舰长,64,绿冻,31
47,3493122468219352,超浓厚水蜜桃果汁,舰长,59,绿冻,31
48,167848076,芒硝小朋友,舰长,67,绿冻,31
49,11972745,残雨断魂,舰长,62,绿冻,31
50,5366426,選ばれた奏者,舰长,55,绿冻,31
51,329002509,野生闪光七星,舰长,64,绿冻,31
52,3461581952256234,三陈小祥-xxx,舰长,73,绿冻,31
53,34880793,Mylenenenene,舰长,69,绿冻,31
54,630236870,三只大白鸭,舰长,64,绿冻,31
55,4045067,Ricardo洞,舰长,68,绿冻,31
56,234387635,害羞小柚子,舰长,57,绿冻,31
57,269109657,次の舞台へ,舰长,72,绿冻,31
58,195641492,妄利普贝当,舰长,40,绿冻,31
59,7159516,恩仙仙,舰长,75,绿冻,30
60,521836918,灰泽满轻度依赖,舰长,57,绿冻,30
61,228098233,叹虚,舰长,37,绿冻,30
62,3546794277472781,比奇南,舰长,57,绿冻,30
