rank,uid,username,type,accompany,medal_name,medal_level
1,3546919678773500,灰獭家的局外人,提督,43,绿冻,42
2,259162605,Arichi_,提督,32,绿冻,40
3,39184396,继续吹着风,提督,43,绿冻,37
4,620527230,gorilla3535,提督,34,绿冻,37
5,1056997306,異分岐のプリエ,提督,49,绿冻,37
6,108005133,Taco_7,提督,46,绿冻,36
7,39493583,本命伊利亚,提督,31,绿冻,35
8,954264,禅心皈无意,提督,31,绿冻,35
9,14071856,最后一步,提督,35,绿冻,35
10,3546983578994744,KOU_KEI,提督,35,绿冻,35
11,285693795,帆布marine,提督,36,绿冻,34
12,3546638930938690,灰泽满Hazel单推人O_o,提督,46,绿冻,33
13,13012997,灰泽满家的污盘子,提督,47,绿冻,33
14,8097996,明石ito,提督,36,绿冻,33
15,68243757,花雨浮华,提督,47,绿冻,33
16,5775091,sue77776,提督,26,绿冻,33
17,4940641,endle_ss,提督,39,绿冻,33
18,13334226,微绫,提督,31,绿冻,32
19,2399747,绫辻澪,提督,38,绿冻,32
20,27341319,加库伯,提督,40,绿冻,32
21,10323817,宇宙人不是外星人,提督,49,绿冻,32
22,23279442,不良定义,提督,47,绿冻,31
23,2044760,Stan661,提督,25,绿冻,31
24,471084,一稞大青菜,提督,38,绿冻,31
25,12432912,蒲鹭Pulu_official,提督,47,绿冻,31
26,351035979,_纷若_,提督,31,绿冻,31
27,88982473,羊驼457,提督,2,绿冻,31
28,1603612,月ノneet,提督,25,绿冻,30
29,1293975,危险近距离,提督,21,绿冻,30
30,6580838,兰卡兰卡兰兰的卡,舰长,49,绿冻,35
31,14374,戏言分子,舰长,47,绿冻,34
32,476251017,衣水难尽,舰长,32,绿冻,33
33,335998795,自在他化天,舰长,43,绿冻,32
34,18275149,rrrract,舰长,42,绿冻,32
35,444186960,中年外卖员阿哔official,舰长,32,绿冻,31
36,255474911,hquaz,舰长,40,绿冻,31
37,4041465,风霜已尽惊蛰至,舰长,18,绿冻,30
38,1333226786,淬鱼Lemon,舰长,47,绿冻,30
39,167848076,灰泽满家的芒硝,舰长,44,绿冻,30
40,293097916,松花渔,舰长,46,绿冻,30
41,329002509,野生闪光七星,舰长,38,绿冻,30
42,1687930947,笑狮弹剑,舰长,40,绿冻,29
43,11972745,残雨断魂,舰长,36,绿冻,29
44,521836918,灰泽满轻度依赖,舰长,31,绿冻,29
45,234387635,害羞小柚子,舰长,31,绿冻,29
46,4045067,Ricardo洞,舰长,42,绿冻,29
47,5366426,選ばれた奏者,舰长,31,绿冻,29
48,630236870,三只大白鸭,舰长,38,绿冻,28
49,237845732,gigigigibeibei,舰长,31,绿冻,28
50,269109657,次の舞台へ,舰长,46,绿冻,28
51,628611226,猫猫狗狗和好吧,舰长,40,绿冻,28
52,7159516,恩仙仙,舰长,49,绿冻,28
53,35891955,高松灯型綠毛龜,舰长,46,绿冻,28
54,19884007,南风入弦丶l,舰长,49,绿冻,28
55,683573,日日夜夜__,舰长,46,绿冻,28
56,273457056,夏祭拉面,舰长,40,绿冻,28
57,3461581952256234,三陈小祥-xxx,舰长,47,绿冻,28
58,34880793,Mylenenenene,舰长,44,绿冻,28
59,224768668,海胆饭蘸芥末,舰长,47,绿冻,28
60,863500,任任女孩,舰长,38,绿冻,27
61,283678245,烟画屏幽,舰长,36,绿冻,27
62,453572565,全職彌人-andy878797,舰长,35,绿冻,27
63,22809120,yaji0614,舰长,33,绿冻,27
64,5013586,满满冻冻和好吧,舰长,43,绿冻,27
65,3493122468219352,超浓厚水蜜桃果汁,舰长,33,绿冻,27
66,3546980370352517,山雨常数,舰长,43,绿冻,27
67,1622037175,晓璟含挚烁,舰长,25,绿冻,27
68,3546794277472781,比奇南,舰长,31,绿冻,26
69,49094907,1oz47,舰长,21,绿冻,26
70,85581578,丿紫灬龙,舰长,33,绿冻,26
71,3501990,-小良与兔-,舰长,43,绿冻,26
72,12511824,啊torias,舰长,23,绿冻,26
73,3561142,无名一世,舰长,46,绿冻,26
74,471005865,二宝的逻辑猫,舰长,31,绿冻,26
75,1598847376,铁铁__,舰长,42,绿冻,26
76,195641492,忘利普贝当,舰长,14,绿冻,26
77,31271170,一般路过v友,舰长,42,绿冻,26
78,1832560,大小的白帝,舰长,32,绿冻,26
79,209374441,知世xf,舰长,32,绿冻,26
80,297087,可樂中毒,舰长,4,绿冻,26
81,4897,宫古芳香,舰长,31,绿冻,26
82,22290994,River-sea,舰长,26,绿冻,26
83,19597768,本間ka_已黑化,舰长,26,绿冻,26
84,447001521,jioklr,舰长,33,绿冻,25
85,9553689,哇英梨梨,舰长,47,绿冻,25
86,398882736,道明寺萌美,舰长,38,绿冻,25
87,4568620,天敌炉石,舰长,33,绿冻,25
88,494962154,鏡中觀月,舰长,42,绿冻,25
89,16996587,Akiiraめ,舰长,31,绿冻,25
90,39055616,斑鳩ルカ,舰长,47,绿冻,25
91,3542675,鸢一千代纸,舰长,42,绿冻,25
92,441776977,Chitose彰良,舰长,44,绿冻,25
93,25103813,ヰ繭月,舰长,15,绿冻,25
94,38739372,_渚风,舰长,33,绿冻,25
95,1187816424,晚睡还得早起,舰长,42,绿冻,25
96,381978184,莳花雫依旧,舰长,42,绿冻,25
97,446761374,北冥无鱼也无鲲,舰长,40,绿冻,25
98,13735158,奶P之怒,舰长,40,绿冻,25
99,3493274950044522,抹茶奥栗奥薄脆,舰长,31,绿冻,25
100,316426354,汐见萤妈妈,舰长,42,绿冻,25
101,398964,四季的诗篇,舰长,31,绿冻,25
102,584655878,StoRyteL1er,舰长,31,绿冻,25
103,13517355,凉秋21,舰长,42,绿冻,25
104,21756232,被灰女妖脑控了,舰长,36,绿冻,25
105,1120075744,水星旅游,舰长,33,绿冻,25
106,294817063,此间好安眠,舰长,14,绿冻,25
107,18067697,灰泽满家的小青砖,舰长,38,绿冻,25
108,8359,赫のシャドール,舰长,39,绿冻,24
109,2078109197,小满不呕吐害我难产,舰长,14,绿冻,24
110,39621921,桜のknight,舰长,18,绿冻,24
111,1992400,刚大侠,舰长,31,绿冻,24
112,3546624332662874,紫薯电话,舰长,46,绿冻,24
113,493383454,提尔之手Austin,舰长,33,绿冻,24
114,2109806882,明月清晖夜,舰长,39,绿冻,24
115,224656237,童话避难所,舰长,39,绿冻,24
116,3546682545408719,冰菓ツ,舰长,48,绿冻,24
117,6221157,Isklia宝,舰长,31,绿冻,24
118,70834304,松果林,舰长,36,绿冻,24
119,269442600,灰泽满家的锋锋,舰长,14,绿冻,24
120,25009047,神奇安娜,舰长,31,绿冻,24
121,8902401,HEI_0723,舰长,31,绿冻,24
122,341184923,濑名爱理的小红袄,舰长,46,绿冻,24
123,15653509,东东大大,舰长,31,绿冻,24
124,21137726,nEwb1EE,舰长,40,绿冻,24
125,24816063,-縶給闦蘉鸀鱍鞝繝礃-,舰长,47,绿冻,24
126,30351721,grey1224,舰长,14,绿冻,24
127,65610660,单推樱井望,舰长,38,绿冻,24
128,896687,往枉王旺,舰长,31,绿冻,24
129,384616248,毛毛毛毛线裤,舰长,12,绿冻,24
130,7175286,Hominidae_,舰长,42,绿冻,24
131,3546704791997166,时之蠹,舰长,2,绿冻,24
132,20866893,缘亚,舰长,38,绿冻,24
133,40294422,你在想PeachZi,舰长,9,绿冻,24
134,13225909,小木曾雪菜l,舰长,31,绿冻,24
135,6505731,Lu_luluul,舰长,43,绿冻,24
136,12969612,华二环,舰长,31,绿冻,23
137,2097870821,白天LightSky,舰长,43,绿冻,23
138,336198406,凌徊levy,舰长,26,绿冻,23
139,438892258,怜悯与宽恕,舰长,22,绿冻,23
140,23102423,妖夭妖夭妖,舰长,25,绿冻,23
141,83551670,利维坦托拉斯,舰长,31,绿冻,23
142,38992565,落月入星瞳,舰长,25,绿冻,23
143,198677109,Ungeheuer,舰长,14,绿冻,23
144,13475303,米汀的小笼包,舰长,49,绿冻,23
145,277756247,绌畜,舰长,17,绿冻,23
146,228098233,叹虚,舰长,11,绿冻,23
147,9097179,坐在井边的青蛙,舰长,14,绿冻,23
148,289022690,苏郁川_Aut,舰长,43,绿冻,23
149,415487835,起迟了没饭吃,舰长,43,绿冻,23
150,242684436,时间线里的時間點-,舰长,43,绿冻,23
151,3537105139534505,VR信吧二创组,舰长,46,绿冻,23
152,3546755501132182,冬季夹心巧克力,舰长,23,绿冻,23
153,1773068006,花园包包cccc,舰长,31,绿冻,23
154,403372435,紫炎Yukari_En,舰长,22,绿冻,23
155,356689300,涼瞳QwQ,舰长,26,绿冻,23
156,12905892,成生__,舰长,31,绿冻,23
157,32699700,Akane型扁舟子,舰长,31,绿冻,23
158,610825377,菜需捆这一块,舰长,31,绿冻,23
